,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
336,1,0.0,0.0002542588354945334,0.00023649048125812936,0.0,0.010146619189038775,0.004527813712807245,0.0012062726176115801,0.0018281535648994515,0.001951392584708178,0.0,0.02702702702702703,0.0,0.0,21,156,719,374,11,4,1055,15,1,525,494,1226,170,2,20,424,8,257,22,3,1010,2,0,390,27,365
337,1,0.010526315789473684,0.0002542588354945334,0.000354735721887194,0.034482758620689655,1.0835143294770073e-05,0.000646830530401035,0.0006031363088057901,0.007312614259597806,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.003896103896103896,14,228,355,734,1,3,508,2,1,194,883,1090,639,2,591,107,7,43,80,2,777,2,0,269,1,423
338,0,0.0,0.0003813882532418001,0.00023649048125812936,0.16091954022988506,0.0020773924735154625,0.009271237602414835,0.004221954161640531,0.03290676416819013,0.007628171012950151,0.0,0.02702702702702703,0.01020408163265306,0.01948051948051948,0,53,636,597,1,3,971,2,1,284,244,58,461,13,115,180,4,468,22,3,408,5,0,253,1,252
339,0,0.031578947368421054,0.0002542588354945334,0.013006976469197115,0.08045977011494253,0.00015957211034115927,0.00948684777921518,0.0024125452352231603,0.08592321755027423,0.01933652652119922,0.25,0.05405405405405406,0.0,0.05714285714285714,56,91,47,780,1,3,780,2,1,795,84,117,233,2,53,553,0,404,157,3,421,2,2,174,17,149
340,1,0.0,0.0005085176709890668,0.00011824524062906468,0.21839080459770116,0.002870327960087272,0.09724018973695558,0.00361881785283474,0.08957952468007313,0.018981727869434094,0.0,0.02702702702702703,0.01020408163265306,0.024675324675324677,0,58,1070,819,0,5,134,2,1,371,32,1078,140,13,99,621,3,333,123,1,1,0,1,162,19,356
341,0,0.0,0.005975082634121535,0.000354735721887194,0.04597701149425287,0.011593603325403979,0.0,0.0,0.007312614259597806,0.014369345396487493,0.0,0.0,0.0,0.005194805194805195,0,13,907,872,1,3,396,2,1,194,65,1084,438,13,411,77,5,503,123,1,584,2,8,531,19,356
342,0,0.010526315789473684,0.0016526824307144673,0.007922431122147333,0.022988505747126436,2.7580364750323824e-05,0.00043122035360068997,0.00904704463208685,0.003656307129798903,0.037431257761220506,0.25,0.13513513513513514,0.0,0.0025974025974025974,0,197,909,89,1,3,757,2,1,633,326,774,518,2,598,825,8,149,13,3,1064,2,1,174,12,508
343,0,0.0,0.04500381388253242,0.0009459619250325174,0.05747126436781609,0.0015218451264017968,0.029538594221647264,0.0,0.012797074954296161,0.0021287919105907396,0.0,0.0,0.0,0.006493506493506494,43,203,829,682,1,3,817,2,1,856,432,267,351,3,657,55,8,351,22,3,597,2,2,67,1,236
344,1,0.0,0.02046783625730994,0.0,0.022988505747126436,0.0010076683264136168,0.0,0.0,0.02376599634369287,0.006386375731772219,0.0,0.0,0.0,0.0025974025974025974,27,111,839,677,9,3,521,17,1,194,727,764,126,2,667,743,5,508,123,1,784,3,0,479,19,356
345,0,0.0,0.01233155352148487,0.000354735721887194,0.022988505747126436,0.013195234506976355,0.2261750754635619,0.00180940892641737,0.003656307129798903,0.06723434450949087,0.0,0.05405405405405406,0.0,0.0025974025974025974,26,215,633,872,1,3,720,2,1,260,465,760,216,2,156,216,8,252,123,1,1062,3,0,531,19,356
346,0,0.042105263157894736,0.004322400203407068,0.000354735721887194,0.05747126436781609,0.0014056135892397178,0.009271237602414835,0.00361881785283474,0.012797074954296161,0.0028383892141209863,0.0,0.02702702702702703,0.0,0.006493506493506494,0,20,525,103,1,3,949,5,1,194,800,844,96,2,64,256,8,430,123,1,913,2,11,242,19,356
347,1,0.06315789473684211,0.0002542588354945334,0.0027196405344684874,0.0,4.925065133986397e-06,0.0,0.006634499396863691,0.0,0.0,0.25,0.05405405405405406,0.0,0.0,0,30,121,856,1,4,667,2,1,194,54,967,180,3,786,5,8,493,154,2,977,2,2,328,24,49
348,0,0.0,0.0003813882532418001,0.0,0.011494252873563218,0.0,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,0,52,1190,242,28,3,963,5,0,194,797,207,758,2,795,699,2,62,22,2,274,2,0,54,0,436
349,0,0.0,0.010170353419781336,0.0004729809625162587,0.25287356321839083,0.011844781647237285,0.0,0.0,0.07678244972577697,0.003902785169416356,0.0,0.0,0.0,0.02857142857142857,0,215,633,872,9,3,808,2,1,50,149,760,397,2,479,216,8,89,123,1,1062,2,0,531,19,356
350,0,0.0,0.008390541571319602,0.00023649048125812936,0.022988505747126436,0.0023216757041611877,0.03341957740405347,0.0006031363088057901,0.04021937842778794,0.012772751463544438,0.0,0.02702702702702703,0.0,0.005194805194805195,33,66,490,176,11,6,77,2,1,375,412,489,640,13,152,817,7,88,123,1,575,2,1,547,19,356
351,0,0.0,0.023010424612255276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,51,300,47,1,5,698,2,0,194,194,302,397,13,571,178,2,17,123,1,879,2,7,399,19,356
352,1,0.042105263157894736,0.25972540045766584,0.00023649048125812936,0.034482758620689655,4.531059923267485e-05,0.000646830530401035,0.006031363088057901,0.009140767824497258,0.009047365620010643,0.25,0.10810810810810811,0.0,0.003896103896103896,0,10,277,1029,1,3,588,2,1,181,613,111,753,13,620,340,6,386,123,1,101,2,1,636,19,356
353,0,0.0,0.014619883040935672,0.00011824524062906468,0.0,0.007331451958452151,0.0,0.0,0.003656307129798903,0.008869966294128083,0.0,0.0,0.0,0.0,0,249,1096,292,7,3,417,2,1,194,404,982,700,13,253,355,5,513,123,1,1095,2,1,66,19,356
354,0,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.008885802514738257,0.00948684777921518,0.0012062726176115801,0.0,0.0021287919105907396,0.0,0.02702702702702703,0.0,0.0,0,125,20,819,1,3,723,2,1,491,613,679,753,2,219,244,0,175,123,1,1094,2,1,162,19,356
355,0,0.0,0.004703788456648868,0.0004729809625162587,0.022988505747126436,0.13118895997399566,0.0,0.0,0.009140767824497258,0.0003547986517651233,0.0,0.0,0.0,0.005194805194805195,0,230,649,735,11,3,312,2,0,689,924,731,484,13,295,431,8,147,26,3,552,3,10,318,7,14
356,0,0.6736842105263158,0.001271294177472667,0.0,0.0,0.00017434730574311845,0.0,0.039203860072376355,0.03656307129798903,0.0031931878658861094,0.25,0.05405405405405406,0.0,0.0,0,51,1006,812,1,3,736,2,1,262,501,1126,627,13,102,330,8,492,123,1,1068,2,2,560,19,356
357,0,0.0,0.0006356470887363335,0.0004729809625162587,0.04597701149425287,0.001889254985397182,0.019189305735230703,0.004221954161640531,0.021937842778793418,0.015788540003547985,0.0,0.02702702702702703,0.01020408163265306,0.005194805194805195,26,236,339,448,1,3,1061,2,1,257,702,560,497,13,462,855,8,166,64,2,1072,2,1,413,9,400
358,0,0.0,0.015764047800661072,0.00886839304717985,0.05747126436781609,0.019920903453948178,0.0,0.0,0.054844606946983544,0.0,0.0,0.0,0.0,0.03636363636363636,0,16,222,616,1,3,445,2,1,238,160,1195,738,13,559,459,8,46,123,1,799,5,0,602,19,356
359,0,0.0,0.0019069412662090005,0.00011824524062906468,0.05747126436781609,0.0015326802696965668,0.01681759379042691,0.00542822677925211,0.03656307129798903,0.004612382472946603,0.0,0.02702702702702703,0.0,0.01948051948051948,56,12,22,914,1,3,259,2,1,212,584,503,133,2,185,829,8,188,8,2,51,2,1,66,27,24
360,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0010643959552953698,0.0,0.0,0.0,0.0,0,185,1083,601,1,4,633,17,0,194,872,30,345,3,240,37,2,172,123,1,82,2,0,332,19,356
361,0,0.0,0.0029239766081871343,0.0017736786094359701,0.011494252873563218,0.07285648852706077,0.0,0.0,0.009140767824497258,0.0010643959552953698,0.0,0.0,0.0,0.0012987012987012987,26,77,625,106,7,0,1067,2,0,870,666,559,1,8,690,668,0,388,83,0,98,2,1,66,27,363
362,0,0.0,0.0002542588354945334,0.00555752630956604,0.0,0.10856813581359613,0.0,0.0,0.005484460694698354,0.007273372361185027,0.0,0.0,0.0,0.0,0,91,85,334,11,3,117,15,0,393,410,148,653,3,670,607,8,404,22,3,218,2,7,309,27,494
363,0,0.0,0.0003813882532418001,0.0013006976469197116,0.04597701149425287,0.006097230635875159,0.02652005174644243,0.0024125452352231603,0.009140767824497258,0.009934362249423453,0.0,0.02702702702702703,0.0,0.005194805194805195,40,12,77,135,1,4,333,17,1,562,697,393,139,13,273,975,8,188,7,2,203,2,0,66,27,487
364,0,0.0,0.002161200101703534,0.000354735721887194,0.011494252873563218,0.0058391572228542726,0.00948684777921518,0.0030156815440289505,0.009140767824497258,0.005854177754124534,0.0,0.02702702702702703,0.01020408163265306,0.0012987012987012987,27,230,234,549,1,4,320,2,1,595,388,11,154,2,158,1018,4,147,22,3,363,2,1,174,0,149
365,1,0.0,0.0002542588354945334,0.00011824524062906468,0.04597701149425287,0.00791457967031614,0.048081069426476934,0.01085645355850422,0.03473491773308958,0.06865353911655135,0.0,0.21621621621621623,0.0,0.005194805194805195,26,13,20,819,1,3,683,11,1,891,717,679,461,13,498,244,8,114,123,1,1094,2,0,162,19,356
366,1,0.0,0.0002542588354945334,0.000354735721887194,0.011494252873563218,0.0014932797486246756,0.0017248814144027599,0.00180940892641737,0.003656307129798903,0.0007095973035302466,0.0,0.08108108108108109,0.0,0.0012987012987012987,26,101,495,117,1,3,213,2,1,532,133,534,817,0,332,953,8,67,22,3,35,3,0,314,7,493
367,0,0.05263157894736842,0.0001271294177472667,0.0,0.0,0.0005388021256581119,0.01078050884001725,0.051869722557297944,0.08592321755027423,0.056412985630654604,0.5,0.5405405405405406,0.0,0.0,0,51,1233,318,1,3,845,2,1,790,341,461,299,13,111,253,8,105,123,1,634,2,7,543,19,356
368,0,0.031578947368421054,0.005847953216374269,0.00011824524062906468,0.022988505747126436,9.850130267972794e-07,0.00043122035360068997,0.00180940892641737,0.0018281535648994515,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0025974025974025974,51,51,242,979,11,6,589,17,1,319,439,417,488,3,413,1110,0,261,123,1,654,2,1,701,19,356
369,1,0.010526315789473684,0.0005085176709890668,0.0018919238500650349,0.27586206896551724,3.546046896470206e-05,0.004096593359206555,0.0006031363088057901,0.05301645338208409,0.010998758204718823,0.25,0.02702702702702703,0.0,0.024675324675324677,26,32,212,835,1,6,306,2,1,428,707,281,412,2,126,998,4,373,123,1,868,2,0,36,19,356
370,1,0.0,0.0008899059242308669,0.0,0.0,0.01936338608078092,0.0071151358344113845,0.0012062726176115801,0.016453382084095063,0.005854177754124534,0.0,0.02702702702702703,0.0,0.0,43,87,1103,91,0,2,293,2,1,194,719,439,656,2,30,838,5,330,123,1,151,2,0,69,19,356
371,1,0.09473684210526316,0.0027968471904398677,0.00023649048125812936,0.06896551724137931,0.001248011504952153,0.005821474773609315,0.006031363088057901,0.051188299817184646,0.004789781798829164,0.0,0.02702702702702703,0.0,0.007792207792207792,0,42,0,673,1,1,1015,27,1,136,465,523,216,13,184,632,8,484,123,1,513,2,1,436,19,356
372,0,0.0,0.008644800406814136,0.010523826415986757,0.0,0.3520554759336692,0.0,0.0,0.03473491773308958,0.0,0.0,0.0,0.0,0.033766233766233764,43,52,536,558,1,4,1074,1,0,152,611,145,376,3,737,486,7,181,22,0,658,2,2,509,0,125
373,0,0.0,0.0015255530129672005,0.000354735721887194,0.0,0.021002447757371593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,226,1016,611,7,3,164,36,1,194,892,814,153,13,585,167,5,349,22,0,872,2,8,179,3,397
374,0,0.0,0.004576659038901601,0.0,0.034482758620689655,0.006342498879547682,0.08020698576972833,0.0012062726176115801,0.02010968921389397,0.10306900833776832,0.0,0.05405405405405406,0.0,0.003896103896103896,43,202,530,11,11,3,1099,2,1,447,308,326,174,2,41,468,8,301,123,1,137,2,0,403,19,356
375,0,0.0,0.0005085176709890668,0.0008277166844034528,0.011494252873563218,0.010657840949946564,0.2874083656748599,0.0012062726176115801,0.0018281535648994515,0.22441014724144048,0.0,0.02702702702702703,0.0,0.0012987012987012987,56,218,1032,366,1,4,938,11,1,194,30,167,496,2,155,482,3,120,22,0,835,2,0,477,27,529
376,0,0.0,0.0002542588354945334,0.0,0.034482758620689655,0.0019621459493801806,0.001078050884001725,0.00361881785283474,0.009140767824497258,0.0008869966294128083,0.0,0.02702702702702703,0.0,0.003896103896103896,33,120,201,840,11,4,142,5,1,631,49,1138,718,0,492,1132,1,490,22,2,1138,2,0,76,28,295
377,0,0.0,0.0001271294177472667,0.0004729809625162587,0.0,0.0019513108060854106,0.00301854247520483,0.0006031363088057901,0.0,0.00017739932588256165,0.0,0.02702702702702703,0.0,0.0,33,126,505,205,11,4,136,2,1,371,339,740,723,13,250,664,7,510,22,2,154,2,1,581,27,337
378,0,0.0,0.0005085176709890668,0.0009459619250325174,0.16091954022988506,0.011481311840349088,0.00991806813281587,0.006031363088057901,0.03473491773308958,0.008160368990597836,0.0,0.02702702702702703,0.0,0.024675324675324677,33,8,839,677,1,4,975,2,1,194,440,764,6,3,427,743,8,14,22,3,784,2,0,479,27,519
379,0,0.0,0.0001271294177472667,0.00011824524062906468,0.0,0.0049851509286210315,0.05023717119448038,0.004221954161640531,0.014625228519195612,0.2898704984921057,0.0,0.08108108108108109,0.0,0.0,75,215,633,872,9,3,205,3,1,103,891,760,33,13,530,216,8,252,123,1,1062,2,1,531,19,356
380,0,0.0,0.0005085176709890668,0.01087856213787395,0.13793103448275862,0.0029481439892042574,0.0513152220784821,0.0024125452352231603,0.054844606946983544,0.06670214653184318,0.0,0.05405405405405406,0.0,0.02077922077922078,0,37,924,885,1,3,983,2,1,92,570,293,794,13,269,97,8,157,124,3,7,5,7,262,28,26
381,0,0.0,0.0025425883549453337,0.0,0.04597701149425287,0.0030239899922676478,0.0,0.0,0.0,0.010998758204718823,0.0,0.0,0.0,0.005194805194805195,0,220,229,152,11,6,399,2,1,331,46,171,814,3,220,564,1,133,123,1,453,2,0,431,19,356
382,1,0.0,0.0002542588354945334,0.000354735721887194,0.06896551724137931,0.008099762119354028,0.02652005174644243,0.0030156815440289505,0.018281535648994516,0.023061912364733015,0.0,0.05405405405405406,0.01020408163265306,0.014285714285714285,23,35,439,1015,11,6,335,2,1,194,609,435,304,3,380,1033,3,275,123,1,572,2,0,547,19,356
383,1,0.010526315789473684,0.0003813882532418001,0.001064207165661582,0.08045977011494253,0.0002876238038248056,0.002802932298404485,0.0006031363088057901,0.016453382084095063,0.0015965939329430547,0.25,0.02702702702702703,0.0,0.00909090909090909,0,37,1290,714,1,3,1154,2,1,235,731,1037,56,13,515,706,7,285,159,2,1200,2,1,425,28,154
384,1,0.0,0.005593694380879735,0.00011824524062906468,0.25287356321839083,0.0016449717547514567,0.00474342388960759,0.019903498190591073,0.0018281535648994515,0.10714919283306723,0.0,0.21621621621621623,0.02040816326530612,0.02857142857142857,33,149,846,526,1,3,306,2,1,433,707,445,412,13,568,1057,6,72,22,3,9,2,0,361,18,355
385,0,0.0,0.0002542588354945334,0.16093177249615703,0.0,9.850130267972794e-06,0.0,0.0,0.056672760511883,0.004967181124711726,0.0,0.0,0.0,0.0,52,52,353,701,1,3,976,2,1,194,226,872,317,3,737,517,5,181,22,0,26,2,8,49,0,323
386,0,0.0,0.0001271294177472667,0.0,0.0,0.008566658294055939,0.07783527382492454,0.00542822677925211,0.0,0.017562533262373604,0.0,0.02702702702702703,0.0,0.0,26,74,1070,819,11,3,889,17,1,194,211,1078,532,3,574,621,8,50,123,1,1,5,1,162,19,356
387,0,0.0,0.0003813882532418001,0.0005912262031453234,0.12643678160919541,0.0015602606344468906,0.0,0.0,0.05301645338208409,0.00975696292354089,0.0,0.0,0.0,0.014285714285714285,0,230,1247,517,1,4,740,2,1,849,730,885,677,9,37,760,8,250,36,0,790,2,0,398,0,444
388,1,0.12631578947368421,0.0002542588354945334,0.0005912262031453234,0.1839080459770115,2.7580364750323824e-05,0.012289780077619664,0.11338962605548854,0.056672760511883,0.061202767429483766,0.25,0.24324324324324326,0.0,0.01948051948051948,0,152,535,1015,1,3,122,2,1,901,451,897,750,13,56,635,6,260,123,1,804,5,2,547,19,356
389,1,0.0,0.0003813882532418001,0.0008277166844034528,0.06896551724137931,0.00016843722758233477,0.0,0.0,0.014625228519195612,0.0014191946070604932,0.0,0.0,0.0,0.007792207792207792,0,12,254,822,1,4,1102,2,1,194,448,766,120,13,273,1081,5,188,44,3,257,2,0,150,27,343
390,1,0.06315789473684211,0.0031782354436816675,0.0,0.0,0.0007742202390626616,0.008408796895213455,0.00361881785283474,0.007312614259597806,0.0007095973035302466,0.25,0.02702702702702703,0.0,0.0,0,135,1120,918,11,3,1005,2,1,194,222,1022,555,2,370,960,0,469,123,1,58,5,2,533,19,356
391,0,0.010526315789473684,0.0001271294177472667,0.0,0.0,0.0007870254084110263,0.02112979732643381,0.0012062726176115801,0.04204753199268738,0.020933120454142275,0.25,0.05405405405405406,0.0,0.0,0,74,1070,819,7,5,1105,2,1,534,631,1078,487,9,398,621,0,387,123,1,1,2,1,162,19,356
392,0,0.0,0.0027968471904398677,0.00011824524062906468,0.10344827586206896,0.02568519968676586,0.16558861578266496,0.0006031363088057901,0.009140767824497258,0.06581514990243037,0.0,0.02702702702702703,0.0,0.012987012987012988,0,181,804,911,1,5,41,2,0,323,651,631,428,13,555,329,0,123,22,3,940,2,1,697,0,228
393,0,0.0,0.0010170353419781336,0.001418942887548776,0.0,0.0019040301807991412,0.16278568348426045,0.00180940892641737,0.043875685557586835,0.027319496185914494,0.0,0.02702702702702703,0.0,0.01948051948051948,33,51,362,590,1,3,419,2,1,194,608,907,556,13,372,184,0,361,123,1,199,3,8,415,19,356
394,0,0.0,0.0005085176709890668,0.00023649048125812936,0.0,0.03752111621676197,0.01983613626563174,0.0,0.0,0.00975696292354089,0.0,0.0,0.0,0.0,26,12,472,733,1,3,938,11,1,194,30,1036,496,2,185,205,4,188,104,2,1004,2,0,174,27,149
395,1,0.7368421052631579,0.0002542588354945334,0.0015371881281778408,0.022988505747126436,1.970026053594559e-06,0.001078050884001725,0.04221954161640531,0.010968921389396709,0.0010643959552953698,0.5,0.05405405405405406,0.0,0.0,0,101,668,988,1,6,290,2,1,118,37,956,813,14,473,695,8,19,22,3,759,2,4,550,7,161
396,0,0.0,0.0002542588354945334,0.0,0.022988505747126436,0.0035480169225238006,0.048727899956877964,0.0048250904704463205,0.04021937842778794,0.07912009934362249,0.0,0.16216216216216217,0.0,0.003896103896103896,0,123,892,872,11,5,1121,2,1,605,747,780,523,2,604,641,8,140,123,1,1002,2,11,531,19,356
397,1,0.042105263157894736,0.005847953216374269,0.00011824524062906468,0.04597701149425287,9.850130267972794e-07,0.00043122035360068997,0.006031363088057901,0.025594149908592323,0.008337768316480398,0.25,0.08108108108108109,0.11224489795918366,0.0012987012987012987,33,35,529,1015,1,3,335,2,1,194,609,834,304,13,312,1033,6,275,123,1,572,3,0,547,19,356
398,0,0.0,0.0020340706839562673,0.00023649048125812936,0.011494252873563218,0.4851652113099196,0.0,0.0,0.0018281535648994515,0.0033705871917686712,0.0,0.0,0.0,0.0012987012987012987,0,12,26,815,1,4,646,17,0,578,638,1120,9,13,273,222,0,188,22,3,1050,2,0,182,27,313
399,1,0.0,0.0001271294177472667,0.0,0.0,0.023104465556556986,0.0071151358344113845,0.00180940892641737,0.0,0.0037253858435337944,0.0,0.02702702702702703,0.0,0.0,43,74,1070,819,11,3,141,2,1,767,390,1078,91,8,1,621,0,184,123,1,1,2,0,162,19,356
400,0,0.0,0.0002542588354945334,0.00011824524062906468,0.1724137931034483,0.0003752899632097635,0.06597671410090557,0.0,0.04753199268738574,0.03920525102004612,0.0,0.0,0.0,0.02987012987012987,43,174,1011,1015,1,3,948,17,1,877,117,472,399,3,638,0,8,480,123,1,146,2,0,547,19,356
401,0,0.0,0.0002542588354945334,0.0,0.034482758620689655,0.0006047979984535296,0.0,0.0,0.005484460694698354,0.0005321979776476849,0.0,0.0,0.0,0.003896103896103896,0,215,907,872,1,3,651,17,1,194,718,1084,346,3,161,77,5,252,123,1,584,2,0,531,19,356
402,0,0.0,0.0002542588354945334,0.0,0.0,0.0045793255615805524,0.00043122035360068997,0.0012062726176115801,0.0018281535648994515,0.0003547986517651233,0.0,0.05405405405405406,0.0,0.0,0,190,839,677,20,4,855,5,1,897,459,764,144,13,444,743,0,256,123,1,784,2,0,479,19,356
403,0,0.0,0.0003813882532418001,0.0008277166844034528,0.13793103448275862,0.002965874223686608,0.027166882276843468,0.0030156815440289505,0.07495429616087751,0.02146531843178996,0.0,0.05405405405405406,0.0,0.015584415584415584,56,215,633,872,9,6,493,2,1,897,439,760,488,13,530,216,8,252,123,1,1062,2,1,531,19,356
404,0,0.0,0.002669717772692601,0.000709471443774388,0.0,0.038707071901025895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,51,728,566,1,3,99,2,1,160,322,1096,267,13,81,680,7,73,123,1,557,2,2,543,19,356
405,1,0.0,0.0001271294177472667,0.0,0.0,0.00789980447491418,0.00560586459680897,0.00361881785283474,0.0,0.014191946070604932,0.0,0.05405405405405406,0.0,0.0,43,184,1183,609,1,2,421,5,1,194,587,878,629,2,293,76,8,234,18,3,1013,2,0,511,23,22
406,0,0.0,0.0003813882532418001,0.0,0.011494252873563218,0.019188053762011003,0.05713669685209142,0.0024125452352231603,0.012797074954296161,0.04772041866240908,0.0,0.05405405405405406,0.0,0.0012987012987012987,0,152,161,1015,11,6,669,2,0,783,579,897,21,13,56,635,4,260,123,1,804,2,1,547,19,356
407,1,0.010526315789473684,0.0006356470887363335,0.0013006976469197116,0.06896551724137931,0.00132878257314953,0.00129366106080207,0.006031363088057901,0.012797074954296161,0.0015965939329430547,0.0,0.10810810810810811,0.0,0.007792207792207792,0,12,1279,488,1,4,944,5,1,185,794,734,576,8,469,1073,8,188,114,2,899,2,0,149,27,103
408,0,0.1368421052631579,0.0005085176709890668,0.0017736786094359701,0.0,1.674522145555375e-05,0.000646830530401035,0.007840772014475271,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,132,1081,310,1,4,805,17,1,328,634,242,457,2,258,166,8,190,22,2,1192,2,10,612,29,439
409,0,0.0,0.0005085176709890668,0.005202790587678846,0.034482758620689655,0.001653836871992632,0.042690815006468305,0.0006031363088057901,0.07678244972577697,0.010643959552953698,0.0,0.02702702702702703,0.0,0.04155844155844156,33,7,356,803,1,3,1131,17,1,775,359,180,25,13,477,819,0,125,22,0,344,2,7,499,0,90
410,0,0.042105263157894736,0.0003813882532418001,0.0005912262031453234,0.034482758620689655,1.3790182375161912e-05,0.0017248814144027599,0.0030156815440289505,0.003656307129798903,0.0005321979776476849,0.25,0.05405405405405406,0.0,0.003896103896103896,0,97,839,677,1,0,1026,34,1,781,613,764,753,14,499,743,8,445,123,1,784,2,0,479,19,356
411,1,0.0,0.0003813882532418001,0.0004729809625162587,0.011494252873563218,0.002076407460488665,0.00043122035360068997,0.00180940892641737,0.0018281535648994515,0.0003547986517651233,0.0,0.02702702702702703,0.0,0.0012987012987012987,26,12,200,1035,1,4,1102,17,1,715,448,164,120,2,185,516,0,188,76,2,687,2,0,174,27,149
412,0,0.0,0.0003813882532418001,0.0,0.0,0.00582536704047911,0.037516170763260026,0.004221954161640531,0.0018281535648994515,0.08071669327656555,0.0,0.10810810810810811,0.0,0.0,0,96,1070,819,11,0,462,2,1,194,479,1078,319,2,330,621,8,90,123,1,1,2,0,162,19,356
413,1,0.010526315789473684,0.00928044749555047,0.00023649048125812936,0.04597701149425287,0.0004127204582280601,0.001509271237602415,0.1827503015681544,0.06398537477148081,0.10803618946248005,0.25,0.40540540540540543,0.0,0.005194805194805195,27,12,882,555,1,3,901,2,1,685,433,1052,434,9,684,912,6,208,163,0,471,2,3,66,27,405
414,0,0.0,0.0002542588354945334,0.001418942887548776,0.4367816091954023,0.011455701501652359,0.054333764553686936,0.0030156815440289505,0.010968921389396709,0.04275323753769736,0.0,0.02702702702702703,0.0,0.08701298701298701,0,80,1063,412,11,5,186,2,1,897,426,1010,93,3,507,758,8,529,22,0,778,2,0,438,12,381
415,0,0.0,0.0002542588354945334,0.000709471443774388,0.09195402298850575,0.04112626389484001,0.0,0.0,0.018281535648994516,0.0003547986517651233,0.0,0.0,0.0,0.011688311688311689,0,89,1107,237,1,5,22,2,1,682,184,360,286,3,704,643,8,482,123,1,995,2,7,126,19,356
416,0,0.0,0.0019069412662090005,0.0017736786094359701,0.05747126436781609,0.010314071403594314,0.0,0.0,0.009140767824497258,0.00975696292354089,0.0,0.0,0.0,0.006493506493506494,40,74,1070,819,1,3,527,2,1,194,19,1078,419,9,398,621,1,387,123,1,1,2,0,162,19,356
417,0,0.0,0.0001271294177472667,0.0,0.0,0.005903183069596096,0.0071151358344113845,0.0012062726176115801,0.0,0.005854177754124534,0.0,0.02702702702702703,0.0,0.0,0,12,92,514,1,3,456,2,1,524,492,1,61,13,273,710,0,188,177,2,522,2,0,607,1,399
418,0,0.0,0.005212306127637935,0.001064207165661582,0.06896551724137931,0.02690366080091409,0.0,0.0,0.027422303473491772,0.05375199574241618,0.0,0.0,0.0,0.007792207792207792,26,17,1132,379,20,3,366,17,1,194,125,259,4,13,275,112,5,428,123,1,802,2,8,22,19,356
419,0,0.010526315789473684,0.04589371980676328,0.00011824524062906468,0.25287356321839083,0.00015169200612678103,0.00474342388960759,0.00723763570566948,0.0018281535648994515,0.010466560227071138,0.25,0.05405405405405406,0.0,0.02857142857142857,26,51,967,722,1,3,1026,2,1,478,613,882,753,2,114,973,8,310,123,1,52,2,1,625,19,356
420,0,0.0,0.0001271294177472667,0.0,0.0,0.0043084469792113,0.001078050884001725,0.0048250904704463205,0.0,0.009224764945893206,0.0,0.02702702702702703,0.0,0.0,0,130,517,705,11,6,973,17,1,5,158,108,86,13,423,73,6,488,22,0,518,5,1,162,0,544
421,0,0.021052631578947368,0.0005085176709890668,0.00023649048125812936,0.28735632183908044,0.00031323414252153485,0.012289780077619664,0.006031363088057901,0.062157221206581355,0.04630122405534859,0.5,0.08108108108108109,0.0,0.07402597402597402,43,126,381,997,11,5,381,17,1,137,592,427,146,13,250,1021,8,510,22,0,1145,2,7,66,27,163
422,0,0.0,0.0002542588354945334,0.00023649048125812936,0.0,0.028895357141098192,0.007977576541612765,0.0048250904704463205,0.0,0.001951392584708178,0.0,0.02702702702702703,0.0,0.0,0,228,1102,404,1,3,496,5,1,194,85,217,385,2,591,125,7,43,106,3,848,2,0,600,27,533
423,0,0.0,0.0001271294177472667,0.0,0.0,0.1965238890284324,0.0,0.0,0.012797074954296161,0.0014191946070604932,0.0,0.0,0.0,0.0,33,51,4,435,9,6,665,1,0,194,509,318,415,2,255,1128,5,487,123,1,1154,2,8,547,19,356
424,0,0.0,0.0002542588354945334,0.001418942887548776,0.06896551724137931,0.003053540383071566,0.05325571366968521,0.01447527141133896,0.021937842778793418,0.043640234167110166,0.0,0.02702702702702703,0.0,0.012987012987012988,0,32,758,428,1,3,349,2,1,48,707,59,412,2,126,1025,8,373,123,1,696,2,0,20,19,356
425,0,0.0,0.039282990083905414,0.0004729809625162587,0.04597701149425287,0.0027836468137291117,0.0008624407072013799,0.0024125452352231603,0.007312614259597806,0.003547986517651233,0.0,0.05405405405405406,0.0,0.005194805194805195,0,60,609,789,1,6,763,2,1,194,593,795,446,2,746,124,0,478,22,0,87,2,1,568,9,217
