,label,id,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
285,0,426,2,0,97,118,5,93,1,5,15,786,32,1,1,71,2,1,47,0,0,12,23
286,0,427,2,0,23,142,2,116,8,0,166,1648,154,1,0,27,2,1,18,0,0,0,13
287,0,428,2,0,23,142,2,116,8,0,166,1157,258,1,0,32,2,1,18,0,0,32,13
288,1,429,2,0,98,124,4,116,8,0,166,715,359,1,1,37,2,1,24,3,1,0,3
289,0,31,2,0,60,120,4,116,8,0,166,626,419,1,0,102,2,1,66,0,1,0,23
290,1,430,2,0,97,118,5,110,6,1,166,1021,166,1,0,113,2,1,71,3,1,0,3
291,0,431,2,0,97,118,5,107,2,1,166,1030,261,1,0,65,2,1,12,3,30,46,10
292,0,432,2,1,171,143,6,116,8,0,166,1504,270,1,1,71,2,1,47,0,0,0,23
293,0,32,4,1,97,118,5,88,8,1,237,1188,479,2,0,134,2,1,79,3,0,0,21
294,0,433,2,1,46,21,2,116,8,0,166,59,332,1,0,16,2,1,10,3,26,0,10
295,0,434,2,0,23,142,2,116,8,0,166,685,136,1,0,24,2,1,18,0,0,32,13
296,0,33,2,0,23,142,2,116,8,0,166,494,213,1,0,30,2,1,18,0,0,0,13
297,0,435,2,0,97,118,5,100,1,4,195,451,324,1,0,106,2,1,19,3,24,20,18
298,0,436,2,0,97,118,5,12,1,7,166,1140,429,1,0,42,2,1,31,2,1,40,0
299,0,437,2,0,97,118,5,1,1,4,230,457,359,1,1,22,2,1,17,0,5,15,15
300,0,438,2,0,97,118,5,39,14,1,166,1316,160,1,0,78,2,1,53,3,15,1,10
301,0,439,2,0,97,118,5,12,1,7,166,1479,393,1,0,110,2,1,47,0,0,0,23
302,0,440,2,1,172,79,0,116,8,0,166,689,226,1,0,71,2,1,47,0,0,0,23
303,0,441,2,0,97,118,5,111,12,1,136,400,107,1,0,119,2,1,69,0,17,64,7
304,0,442,2,0,23,142,2,116,8,0,166,1297,258,1,0,24,2,1,18,0,0,0,13
305,1,443,2,1,150,73,10,116,8,0,166,232,487,1,0,111,2,1,71,3,1,0,3
306,0,444,2,0,20,19,10,116,8,0,166,546,225,1,0,35,2,1,22,2,10,0,17
307,1,445,2,0,145,88,10,116,8,0,166,1335,8,1,0,29,2,1,18,0,0,32,13
308,1,446,2,1,88,85,10,116,8,0,166,771,217,1,0,15,2,1,9,3,15,4,10
309,0,447,2,0,23,142,2,116,8,0,166,794,240,1,0,26,2,1,18,0,0,32,13
310,0,448,2,0,23,142,2,116,8,0,166,363,60,1,0,24,2,1,18,0,0,0,13
311,1,449,2,0,23,142,2,116,8,0,166,1043,67,1,0,24,2,1,18,0,0,0,13
312,1,450,2,0,23,142,2,116,8,0,166,177,213,1,0,32,2,1,18,0,0,0,13
313,1,0,2,0,97,118,5,69,1,1,166,1348,323,1,0,98,1,2,65,2,1,20,3
314,0,451,2,0,97,118,5,118,5,1,13,676,12,1,1,70,2,1,46,3,11,0,10
315,0,452,4,1,97,118,5,97,8,1,41,393,204,2,0,126,2,1,76,0,6,36,15
316,0,453,2,0,97,118,5,39,14,1,166,214,434,1,0,130,2,1,77,3,12,38,10
317,0,454,2,0,60,120,4,116,8,0,166,638,63,1,0,105,2,1,66,0,1,0,23
318,0,455,2,0,23,142,2,116,8,0,166,32,60,1,0,24,2,1,18,0,0,0,13
319,0,456,2,0,29,94,10,116,8,0,166,313,258,1,0,6,2,1,4,2,1,44,4
320,0,457,2,1,66,13,10,116,8,0,166,581,413,1,0,36,2,1,23,3,7,29,3
321,1,458,2,0,145,88,10,116,8,0,166,1231,258,1,0,29,2,1,18,0,0,31,13
322,0,459,2,0,63,67,4,116,8,0,166,1354,84,1,0,73,1,2,48,2,1,5,5
323,0,460,2,0,23,142,2,116,8,0,166,983,303,1,0,27,2,1,18,0,0,0,13
324,1,461,2,0,23,142,2,116,8,0,166,1533,419,1,0,28,2,1,18,0,0,0,13
325,0,462,2,0,97,118,5,1,1,4,75,477,60,1,0,29,2,1,18,0,0,0,13
326,1,34,2,0,23,142,2,116,8,0,166,838,150,1,0,28,2,1,18,0,0,0,13
327,0,35,2,0,23,142,2,116,8,0,166,1209,194,1,0,30,2,1,18,0,0,32,13
328,1,463,2,0,23,142,2,116,8,0,166,1718,154,1,0,32,2,1,18,0,0,0,13
329,0,464,2,0,23,142,2,116,8,0,166,1281,414,1,0,29,2,1,18,0,0,32,13
330,0,465,2,0,45,9,10,116,8,0,166,486,164,1,0,110,2,1,47,0,0,0,23
331,0,466,2,0,23,142,2,116,8,0,166,1282,8,1,0,26,2,1,18,0,0,32,13
332,0,467,2,1,6,40,10,116,8,0,166,1501,225,1,0,36,2,1,23,3,7,26,3
333,0,468,2,0,113,134,10,116,8,0,166,1428,224,1,0,110,2,1,47,0,0,0,23
334,0,469,2,0,60,120,4,116,8,0,166,995,22,1,0,105,2,1,66,0,1,0,23
335,0,470,2,0,23,142,2,116,8,0,166,1290,313,1,0,33,2,1,18,0,0,0,13
336,0,471,2,1,150,73,10,116,8,0,166,988,399,1,0,43,2,1,32,2,1,0,2
337,1,472,2,0,97,118,5,81,1,7,166,503,402,1,0,115,2,1,28,0,19,10,19
338,1,473,2,0,23,142,2,116,8,0,166,1200,488,1,1,32,2,1,18,0,0,0,13
339,0,474,2,0,23,142,2,116,8,0,166,1453,47,1,0,24,2,1,18,0,0,0,13
340,0,475,2,0,143,145,10,116,8,0,166,88,314,1,0,46,2,1,27,3,1,0,3
341,0,476,2,0,70,84,10,116,8,0,166,957,413,1,0,83,2,1,23,3,7,0,3
342,0,477,2,0,97,118,5,80,18,1,166,1713,216,1,0,120,2,1,69,0,17,63,7
343,0,478,2,0,129,130,2,116,8,0,166,1114,319,1,0,113,2,1,71,3,1,0,3
344,0,479,2,0,23,142,2,116,8,0,166,397,123,1,1,28,2,1,18,0,0,31,13
345,0,480,2,0,23,142,2,116,8,0,166,1061,63,1,0,32,2,1,18,0,0,0,13
346,0,481,4,1,97,118,5,31,8,1,124,1192,461,3,1,134,2,1,79,3,0,0,21
347,0,482,2,0,63,67,4,116,8,0,166,311,34,1,0,52,1,2,38,2,1,0,5
348,0,483,2,0,23,142,2,116,8,0,166,838,419,1,0,31,2,1,18,0,0,0,13
349,0,484,2,0,23,142,2,116,8,0,166,1193,467,1,0,28,2,1,18,0,0,0,13
350,1,485,2,0,23,142,2,116,8,0,166,649,419,1,0,33,2,1,18,0,0,0,13
351,1,486,2,1,145,88,10,116,8,0,166,494,97,1,0,50,2,1,37,2,25,0,5
352,0,487,2,0,23,142,2,116,8,0,166,1228,258,1,0,30,2,1,18,0,0,32,13
353,0,488,4,1,97,118,5,92,8,1,204,566,461,2,1,99,2,1,66,0,1,0,23
354,0,489,2,1,150,73,10,116,8,0,166,1589,258,1,0,43,2,1,32,2,1,39,2
355,0,490,2,1,150,73,10,116,8,0,166,669,312,1,0,101,0,0,66,0,1,0,23
356,0,491,2,0,23,142,2,116,8,0,166,86,449,1,0,30,2,1,18,0,0,0,13
357,0,492,2,0,23,142,2,116,8,0,166,1179,382,1,0,24,2,1,18,0,0,32,13
358,0,493,2,0,5,25,3,116,8,0,166,1058,229,1,0,71,2,1,47,0,0,0,23
359,1,494,1,0,97,118,5,45,8,0,89,808,168,0,0,2,1,1,0,3,27,0,1
360,0,495,2,0,23,142,2,116,8,0,166,938,225,1,0,33,2,1,18,0,0,0,13
361,1,496,2,0,63,67,4,116,8,0,166,736,133,1,0,72,1,2,48,2,1,49,5
362,0,497,2,0,97,118,5,121,10,1,166,435,289,1,0,130,2,1,77,3,12,38,10
363,0,498,2,0,97,118,5,41,18,1,166,1655,92,1,0,108,2,1,68,3,6,0,10
364,0,499,2,1,46,21,2,116,8,0,166,633,258,1,0,32,2,1,18,0,0,0,13
365,0,500,2,0,23,142,2,116,8,0,166,206,419,1,0,26,2,1,18,0,0,0,13
366,0,501,2,0,57,81,10,116,8,0,166,979,458,1,0,71,2,1,47,0,0,0,23
367,0,502,2,0,97,118,5,1,1,4,207,547,59,1,1,30,2,1,18,0,0,31,13
368,1,503,1,0,95,118,5,116,8,0,93,1471,396,0,0,133,2,1,75,3,9,68,22
369,0,504,2,0,97,118,5,6,4,7,166,882,300,1,0,110,2,1,47,0,0,0,23
370,1,505,2,0,23,142,2,116,8,0,166,1447,313,1,0,29,2,1,18,0,0,0,13
371,0,506,2,0,23,142,2,116,8,0,166,82,1,1,0,32,2,1,18,0,0,32,13
372,0,507,2,0,97,118,5,20,1,1,178,766,63,1,2,33,2,1,18,0,0,0,13
373,0,508,2,0,97,118,5,80,18,1,166,1650,326,1,0,119,2,1,69,0,17,63,7
374,1,509,2,0,23,142,2,116,8,0,166,1010,313,1,0,26,2,1,18,0,0,31,13
375,0,510,2,0,23,142,2,116,8,0,166,1075,123,1,1,32,2,1,18,0,0,0,13
376,0,511,4,1,97,118,5,92,8,1,110,1432,95,2,0,105,2,1,66,0,1,0,23
377,0,36,2,0,163,52,10,116,8,0,166,75,419,1,0,110,2,1,47,0,0,0,23
378,0,512,2,0,57,81,10,116,8,0,166,1734,313,1,0,110,2,1,47,0,0,61,23
379,0,513,2,0,60,120,4,116,8,0,166,1439,419,1,0,99,2,1,66,0,1,0,23
380,1,514,2,0,141,110,10,116,8,0,166,583,59,1,1,41,2,1,29,0,16,0,21
381,0,37,2,0,23,142,2,116,8,0,166,1379,447,1,0,33,2,1,18,0,0,0,13
382,0,515,2,0,97,118,5,121,10,1,166,829,287,1,0,78,2,1,53,3,15,1,10
383,0,516,2,0,97,118,5,16,18,1,166,133,289,1,0,115,2,1,28,0,19,10,19
384,0,38,2,0,60,120,4,116,8,0,166,507,419,1,0,105,2,1,66,0,1,0,23
385,0,39,2,0,23,142,2,116,8,0,166,1160,327,1,0,27,2,1,18,0,0,0,13
386,0,517,2,1,55,31,4,116,8,0,166,183,180,1,0,80,2,1,49,0,21,0,8
387,0,518,2,0,97,118,5,110,6,1,166,512,458,1,0,6,2,1,4,2,1,44,4
388,1,519,1,0,95,118,5,116,8,0,48,57,396,0,0,132,2,1,75,3,9,68,22
389,0,520,2,0,23,142,2,116,8,0,166,116,147,1,0,29,2,1,18,0,0,32,13
390,0,521,2,0,97,118,5,12,1,7,166,977,229,1,0,71,2,1,47,0,0,36,23
391,0,522,2,0,97,118,5,68,13,4,166,1168,426,1,1,130,2,1,77,3,12,38,10
392,0,523,2,1,96,44,10,116,8,0,166,131,303,1,0,83,2,1,23,3,7,28,3
393,1,524,2,0,97,118,5,80,18,1,166,1595,326,1,0,120,2,1,69,0,17,63,7
394,0,525,2,0,23,142,2,116,8,0,166,599,64,1,0,26,2,1,18,0,0,0,13
395,0,526,2,0,23,142,2,116,8,0,166,1120,213,1,0,26,2,1,18,0,0,32,13
396,1,527,2,0,23,142,2,116,8,0,166,28,258,1,0,33,2,1,18,0,0,0,13
397,0,528,1,0,31,118,5,116,8,0,102,1118,174,0,0,74,2,1,50,2,13,65,9
398,0,529,2,1,150,73,10,116,8,0,166,1338,375,1,0,101,0,0,66,0,1,0,23
399,0,4,2,0,23,142,2,116,8,0,166,1687,419,1,0,26,2,1,18,0,0,32,13
400,0,530,2,0,23,142,2,116,8,0,166,966,8,1,0,27,2,1,18,0,0,0,13
401,0,531,2,0,1,1,8,116,8,0,166,854,31,1,0,110,2,1,47,0,0,0,23
402,1,532,2,0,97,118,5,110,6,1,166,1484,125,1,0,6,2,1,4,2,1,44,4
403,0,533,2,0,23,142,2,116,8,0,166,1160,408,1,0,29,2,1,18,0,0,0,13
404,0,534,2,0,23,142,2,116,8,0,166,1383,258,1,0,26,2,1,18,0,0,32,13
405,0,40,2,0,60,120,4,116,8,0,166,485,74,1,0,102,2,1,66,0,1,0,23
406,0,41,2,0,97,118,5,110,6,1,63,1373,63,1,0,113,2,1,71,3,1,0,3
407,1,535,2,0,63,67,4,116,8,0,166,1214,233,1,0,51,1,2,38,2,1,31,5
408,1,536,2,0,145,88,10,116,8,0,166,838,13,1,0,60,2,1,42,2,1,0,4
409,0,537,2,0,23,142,2,116,8,0,166,601,225,1,0,28,2,1,18,0,0,0,13
410,0,538,2,0,60,120,4,116,8,0,166,1184,419,1,0,102,2,1,66,0,1,0,23
411,0,539,2,0,23,142,2,116,8,0,166,1489,303,1,0,28,2,1,18,0,0,0,13
412,0,540,4,1,97,118,5,114,8,1,0,1401,120,2,1,134,2,1,79,3,0,69,21
413,0,42,2,0,60,120,4,116,8,0,166,1572,419,1,0,99,2,1,66,0,1,0,23
414,0,541,2,0,97,118,5,94,1,7,159,899,63,1,1,0,2,1,0,3,27,0,1
415,0,542,2,0,23,142,2,116,8,0,166,1063,258,1,0,32,2,1,18,0,0,0,13
416,0,543,2,0,97,118,5,71,1,2,58,1516,237,1,1,71,2,1,47,0,0,0,23
417,1,544,2,0,169,138,2,116,8,0,166,211,90,1,0,75,1,2,50,2,13,0,9
418,0,545,2,0,23,142,2,116,8,0,166,1566,120,1,0,29,2,1,18,0,0,32,13
419,0,546,2,0,23,142,2,116,8,0,166,825,449,1,0,32,2,1,18,0,0,32,13
420,0,547,2,0,23,142,2,116,8,0,166,416,112,1,0,26,2,1,18,0,0,0,13
421,0,548,2,0,60,120,4,116,8,0,166,1622,176,1,0,105,2,1,66,0,1,0,23
422,0,549,1,0,97,118,5,57,8,0,155,925,209,0,0,3,2,1,1,3,27,0,1
423,0,550,2,1,150,73,10,116,8,0,166,286,410,1,0,43,2,1,32,2,1,0,2
424,0,551,2,0,23,142,2,116,8,0,166,1283,258,1,0,29,2,1,18,0,0,31,13
425,0,552,2,0,97,118,5,121,10,1,166,1369,127,1,0,108,2,1,68,3,6,7,10
426,0,553,2,0,74,67,4,116,8,0,166,511,295,1,0,52,1,2,38,2,1,0,5
427,0,554,2,0,97,118,5,22,1,5,224,1649,337,1,1,130,2,1,77,3,12,38,10
428,0,555,2,1,64,10,10,116,8,0,166,901,142,1,0,79,2,1,49,0,21,25,8
429,0,556,2,0,97,118,5,77,18,1,166,1360,469,1,0,120,2,1,69,0,17,63,7
430,0,557,2,0,23,142,2,116,8,0,166,1511,258,1,0,33,2,1,18,0,0,0,13
431,0,558,2,0,23,142,2,116,8,0,166,1170,414,1,0,24,2,1,18,0,0,32,13
432,0,559,2,1,96,44,10,116,8,0,166,1543,353,1,0,80,2,1,49,0,21,25,8
433,0,560,2,0,163,52,10,116,8,0,166,1594,136,1,0,110,2,1,47,0,0,61,23
434,0,561,2,0,23,142,2,116,8,0,166,574,408,1,0,28,2,1,18,0,0,0,13
435,0,562,2,0,23,142,2,116,8,0,166,1227,112,1,0,30,2,1,18,0,0,0,13
436,0,563,2,0,23,142,2,116,8,0,166,986,81,1,0,33,2,1,18,0,0,32,13
437,0,564,2,0,97,118,5,121,10,1,166,1540,398,1,0,130,2,1,77,3,12,38,10
438,1,565,2,0,97,118,5,6,4,7,166,170,257,1,0,110,2,1,47,0,0,0,23
439,0,566,2,0,1,1,8,116,8,0,166,1208,227,1,0,110,2,1,47,0,0,0,23
440,0,567,2,0,163,52,10,116,8,0,166,1015,457,1,0,110,2,1,47,0,0,0,23
441,0,568,2,0,23,142,2,116,8,0,166,530,219,1,0,27,2,1,18,0,0,32,13
442,0,569,2,0,1,1,8,116,8,0,166,342,482,1,0,71,2,1,47,0,0,0,23
443,0,570,2,0,163,52,10,116,8,0,166,96,45,1,0,71,2,1,47,0,0,0,23
444,0,43,2,1,33,119,4,116,8,0,166,249,270,1,1,110,2,1,47,0,0,0,23
445,1,571,2,0,63,67,4,116,8,0,166,763,112,1,0,51,1,2,38,2,1,0,5
446,1,572,2,1,145,88,10,116,8,0,166,1153,34,1,0,55,2,1,37,2,25,32,5
447,0,573,2,0,146,62,10,116,8,0,166,1587,74,1,0,110,2,1,47,0,0,0,23
448,0,574,2,1,88,85,10,116,8,0,166,79,416,1,0,71,2,1,47,0,0,0,23
449,0,575,2,0,60,120,4,116,8,0,166,1062,419,1,0,105,2,1,66,0,1,0,23
450,0,576,2,0,60,120,4,116,8,0,166,516,419,1,0,105,2,1,66,0,1,0,23
451,0,577,2,0,63,67,4,116,8,0,166,475,350,1,0,97,1,2,65,2,1,0,3
452,0,578,2,0,138,53,10,116,8,0,166,815,250,1,0,71,2,1,47,0,0,0,23
453,0,579,2,0,60,120,4,116,8,0,166,1183,462,1,0,99,2,1,66,0,1,0,23
454,0,580,2,0,106,67,4,116,8,0,166,1171,251,1,0,51,1,2,38,2,1,32,5
455,0,581,2,0,97,118,5,1,1,4,166,1437,389,1,1,11,2,1,6,2,1,0,4
456,0,582,2,0,48,43,4,116,8,0,166,990,151,1,0,105,2,1,66,0,1,0,23
457,0,583,2,0,30,62,10,116,8,0,166,951,247,1,0,73,1,2,48,2,1,0,5
458,0,584,2,0,23,142,2,116,8,0,166,361,8,1,0,33,2,1,18,0,0,0,13
459,0,585,2,0,97,118,5,48,1,1,166,1451,90,1,0,130,2,1,77,3,12,38,10
460,0,586,2,0,112,98,10,116,8,0,166,774,255,1,0,94,2,1,63,0,21,30,8
461,0,587,2,1,145,88,10,116,8,0,166,198,449,1,0,55,2,1,37,2,25,0,5
462,0,5,2,1,46,21,2,116,8,0,166,1379,120,1,0,33,2,1,18,0,0,0,13
463,1,44,2,1,170,121,10,116,8,0,166,1524,430,1,0,110,2,1,47,0,0,0,23
464,1,588,2,1,150,73,10,116,8,0,166,1098,151,1,0,43,2,1,32,2,1,0,2
465,0,589,4,1,97,118,5,122,8,1,49,623,461,2,0,134,2,1,79,3,0,0,21
466,0,590,2,1,96,44,10,116,8,0,166,940,420,1,0,80,2,1,49,0,21,28,8
467,0,6,2,0,163,52,10,116,8,0,166,1037,258,1,0,71,2,1,47,0,0,61,23
468,0,591,2,0,60,120,4,116,8,0,166,1012,400,1,0,99,2,1,66,0,1,0,23
469,1,592,2,0,23,142,2,116,8,0,166,930,313,1,0,33,2,1,18,0,0,32,13
470,1,593,2,0,23,142,2,116,8,0,166,1441,126,1,0,28,2,1,18,0,0,32,13
471,0,594,1,0,119,70,5,116,8,0,66,1474,273,0,0,142,2,1,81,3,7,0,3
472,0,595,2,0,97,118,5,47,1,5,166,1692,384,1,1,110,2,1,47,0,0,48,23
473,0,596,2,0,7,55,10,116,8,0,166,1533,277,1,1,28,2,1,18,0,0,0,13
474,0,597,2,0,23,142,2,116,8,0,166,729,327,1,0,30,2,1,18,0,0,0,13
475,0,45,2,0,23,142,2,116,8,0,166,1187,313,1,0,31,2,1,18,0,0,0,13
476,0,598,2,0,23,142,2,116,8,0,166,157,258,1,0,28,2,1,18,0,0,32,13
477,0,599,2,0,23,142,2,116,8,0,166,1585,151,1,0,33,2,1,18,0,0,0,13
478,0,600,2,0,60,120,4,116,8,0,166,259,419,1,0,102,2,1,66,0,1,0,23
479,0,601,2,0,23,142,2,116,8,0,166,598,120,1,0,29,2,1,18,0,0,0,13
480,0,602,2,0,75,127,11,116,8,0,166,24,214,1,0,45,2,1,33,3,6,52,12
481,0,603,2,0,97,118,5,110,6,1,188,1039,195,1,0,11,2,1,6,2,1,0,4
482,0,46,2,0,23,142,2,116,8,0,166,1530,465,1,0,30,2,1,18,0,0,32,13
483,1,604,2,0,146,62,10,116,8,0,166,716,64,1,0,110,2,1,47,0,0,0,23
484,0,605,2,0,97,118,5,6,4,7,166,568,321,1,0,110,2,1,47,0,0,0,23
485,0,606,2,0,23,142,2,116,8,0,166,394,258,1,0,30,2,1,18,0,0,0,13
486,0,47,2,0,23,142,2,116,8,0,166,766,467,1,0,33,2,1,18,0,0,0,13
487,0,607,2,0,97,118,5,121,10,1,166,502,92,1,0,130,2,1,77,3,12,38,10
488,0,608,2,0,97,118,5,12,1,7,166,410,106,1,0,110,2,1,47,0,0,0,23
489,1,609,2,0,23,142,2,116,8,0,166,331,213,1,0,26,2,1,18,0,0,32,13
490,1,610,2,0,23,142,2,116,8,0,166,943,370,1,0,27,2,1,18,0,0,0,13
491,0,611,2,0,60,120,4,116,8,0,166,1184,419,1,0,105,2,1,66,0,1,0,23
492,1,48,2,0,23,142,2,116,8,0,166,997,303,1,0,26,2,1,18,0,0,0,13
493,0,612,2,0,97,118,5,121,10,1,166,480,287,1,0,130,2,1,77,3,12,38,10
494,0,613,2,0,60,120,4,116,8,0,166,1217,382,1,0,99,2,1,66,0,1,0,23
495,0,614,2,0,23,142,2,116,8,0,166,838,120,1,0,24,2,1,18,0,0,0,13
496,0,615,2,0,23,142,2,116,8,0,166,350,63,1,0,28,2,1,18,0,0,31,13
497,0,616,2,0,97,118,5,121,10,1,166,1315,326,1,0,108,2,1,68,3,6,7,10
498,0,617,2,0,23,142,2,116,8,0,166,198,123,1,1,32,2,1,18,0,0,0,13
499,0,618,2,1,145,88,10,116,8,0,166,1155,258,1,0,32,2,1,18,0,0,32,13
500,0,619,2,1,97,118,5,11,1,1,3,849,357,1,0,110,2,1,47,0,0,0,23
501,1,620,2,0,97,118,5,110,6,1,166,892,151,1,0,111,2,1,71,3,1,0,3
502,0,621,2,1,104,63,10,116,8,0,166,64,258,1,0,71,2,1,47,0,0,0,23
503,0,622,2,0,143,145,10,116,8,0,166,102,314,1,0,46,2,1,27,3,1,0,3
504,0,623,2,1,150,73,10,116,8,0,166,1255,212,1,0,43,2,1,32,2,1,0,2
505,0,624,2,1,145,88,10,116,8,0,166,1293,151,1,0,55,2,1,37,2,25,0,5
506,0,625,2,0,97,118,5,110,6,1,221,1603,444,1,0,111,2,1,71,3,1,0,3
507,0,626,2,0,63,67,4,116,8,0,166,1074,244,1,0,51,1,2,38,2,1,0,5
508,0,627,2,0,60,120,4,116,8,0,166,1047,419,1,0,99,2,1,66,0,1,0,23
509,0,628,2,0,163,52,10,116,8,0,166,1190,37,1,0,110,2,1,47,0,0,0,23
510,0,629,4,1,97,118,5,36,8,1,164,294,449,2,2,134,2,1,79,3,0,0,21
511,0,630,2,0,97,118,5,22,1,5,158,156,358,1,2,45,2,1,33,3,6,55,12
512,0,631,2,0,60,120,4,116,8,0,166,795,22,1,0,105,2,1,66,0,1,0,23
513,0,632,2,0,1,1,8,116,8,0,166,1710,281,1,0,71,2,1,47,0,0,0,23
514,0,633,2,0,23,142,2,116,8,0,166,1160,327,1,0,33,2,1,18,0,0,0,13
515,0,634,2,0,23,142,2,116,8,0,166,1446,303,1,0,29,2,1,18,0,0,32,13
516,0,635,2,0,145,88,10,116,8,0,166,787,389,1,1,60,2,1,42,2,1,0,4
517,0,636,2,0,23,142,2,116,8,0,166,1426,313,1,0,33,2,1,18,0,0,0,13
518,0,637,2,0,23,142,2,116,8,0,166,1138,258,1,0,27,2,1,18,0,0,0,13
519,0,638,2,0,23,142,2,116,8,0,166,237,63,1,0,33,2,1,18,0,0,0,13
520,0,639,2,1,43,22,6,116,8,0,166,513,270,1,1,71,2,1,47,0,0,0,23
521,0,640,2,0,97,118,5,6,4,7,166,1647,257,1,0,71,2,1,47,0,0,16,23
522,0,641,2,0,97,118,5,121,10,1,166,229,398,1,0,130,2,1,77,3,12,38,10
523,0,642,2,0,97,118,5,121,10,1,166,1751,326,1,0,121,2,1,72,1,5,55,12
524,0,643,2,0,23,142,2,116,8,0,166,104,303,1,0,33,2,1,18,0,0,32,13
525,1,49,2,1,150,73,10,116,8,0,166,1126,478,1,0,43,2,1,32,2,1,0,2
526,0,644,2,1,96,44,10,116,8,0,166,1196,357,1,0,36,2,1,23,3,7,25,3
527,0,645,2,0,23,142,2,116,8,0,166,421,74,1,0,33,2,1,18,0,0,0,13
528,0,646,2,0,72,27,8,116,8,0,166,505,154,1,0,110,2,1,47,0,0,0,23
529,0,647,1,0,161,118,5,116,8,0,116,1523,53,0,0,144,0,0,82,3,3,45,6
530,0,648,2,0,23,142,2,116,8,0,166,1575,1,1,0,32,2,1,18,0,0,0,13
531,0,649,2,0,63,67,4,116,8,0,166,495,251,1,0,73,1,2,48,2,1,0,5
532,0,650,2,0,60,120,4,116,8,0,166,1492,74,1,0,102,2,1,66,0,1,0,23
533,0,651,2,0,97,118,5,115,1,1,238,1095,154,1,0,71,2,1,47,0,0,44,23
534,0,652,2,0,23,142,2,116,8,0,166,1593,258,1,0,26,2,1,18,0,0,0,13
535,0,653,2,0,23,142,2,116,8,0,166,1173,226,1,0,32,2,1,18,0,0,0,13
536,0,654,2,0,97,118,5,48,1,1,166,818,36,1,0,130,2,1,77,3,12,38,10
537,0,655,2,0,23,142,2,116,8,0,166,198,63,1,0,26,2,1,18,0,0,0,13
538,0,656,2,0,23,142,2,116,8,0,166,666,213,1,0,31,2,1,18,0,0,32,13
539,0,657,2,0,23,142,2,116,8,0,166,852,151,1,0,30,2,1,18,0,0,0,13
540,1,658,2,1,150,73,10,116,8,0,166,1584,63,1,0,105,2,1,66,0,1,0,23
541,1,659,2,0,23,142,2,116,8,0,166,1056,258,1,0,33,2,1,18,0,0,32,13
542,0,660,2,0,60,120,4,116,8,0,166,507,419,1,0,99,2,1,66,0,1,0,23
543,0,661,2,0,23,142,2,116,8,0,166,379,451,1,0,30,2,1,18,0,0,0,13
544,1,662,2,0,63,67,4,116,8,0,166,1241,74,1,0,51,1,2,38,2,1,0,5
545,0,663,2,0,23,142,2,116,8,0,166,1205,112,1,0,28,2,1,18,0,0,0,13
546,0,664,2,0,23,142,2,116,8,0,166,920,67,1,0,28,2,1,18,0,0,0,13
547,0,665,2,0,63,67,4,116,8,0,166,636,151,1,0,52,1,2,38,2,1,0,5
548,0,666,2,0,23,142,2,116,8,0,166,960,258,1,0,30,2,1,18,0,0,32,13
549,0,667,2,1,150,73,10,116,8,0,166,1477,392,1,0,54,2,1,35,2,1,0,5
550,0,668,2,0,23,142,2,116,8,0,166,7,449,1,0,27,2,1,18,0,0,32,13
551,1,50,2,1,46,21,2,116,8,0,166,813,372,1,0,32,2,1,18,0,0,31,13
552,0,669,2,0,60,120,4,116,8,0,166,1723,407,1,0,102,2,1,66,0,1,0,23
553,0,670,2,0,23,142,2,116,8,0,166,691,120,1,0,30,2,1,18,0,0,32,13
554,0,671,2,0,23,142,2,116,8,0,166,1199,449,1,0,24,2,1,18,0,0,0,13
555,0,672,2,0,23,142,2,116,8,0,166,1482,213,1,0,24,2,1,18,0,0,32,13
556,0,673,2,0,23,142,2,116,8,0,166,1011,286,1,0,29,2,1,18,0,0,0,13
557,0,674,2,0,93,49,10,116,8,0,166,1691,383,1,0,37,2,1,24,3,1,51,3
558,0,675,2,0,23,142,2,116,8,0,166,1514,151,1,0,33,2,1,18,0,0,0,13
559,0,676,2,0,1,1,8,116,8,0,166,1377,187,1,0,71,2,1,47,0,0,0,23
560,0,677,2,0,87,126,10,116,8,0,166,1618,202,1,0,79,2,1,49,0,21,0,8
561,0,678,2,0,23,142,2,116,8,0,166,32,67,1,0,31,2,1,18,0,0,0,13
562,0,679,2,0,97,118,5,56,1,4,26,1577,313,1,2,32,2,1,18,0,0,0,13
563,0,680,2,0,151,127,2,116,8,0,166,684,110,1,0,131,2,1,78,3,12,38,10
564,0,681,2,0,23,142,2,116,8,0,166,89,35,1,0,29,2,1,18,0,0,0,13
565,0,682,2,1,66,13,10,116,8,0,166,828,258,1,0,41,2,1,29,0,16,26,21
566,0,683,2,0,97,118,5,25,18,5,166,1176,289,1,0,130,2,1,77,3,12,38,10
567,0,684,2,0,60,120,4,116,8,0,166,485,74,1,0,105,2,1,66,0,1,0,23
568,1,685,2,0,98,124,4,116,8,0,166,710,481,1,0,36,2,1,23,3,7,28,3
569,0,686,2,0,23,142,2,116,8,0,166,508,8,1,0,33,2,1,18,0,0,32,13
570,0,687,2,0,23,142,2,116,8,0,166,933,54,1,0,32,2,1,18,0,0,0,13
571,0,688,2,0,60,120,4,116,8,0,166,48,51,1,0,105,2,1,66,0,1,0,23
