,label,id,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1759,0,1781,2,0,97,118,5,34,7,6,131,433,317,1,0,24,2,1,18,0,0,0,13
1695,0,1719,2,0,23,142,2,116,8,0,166,755,226,1,0,32,2,1,18,0,0,31,13
268,0,410,2,0,63,67,4,116,8,0,166,1285,47,1,0,52,1,2,38,2,1,0,5
1817,0,1835,2,0,116,65,10,116,8,0,166,1753,419,1,0,99,2,1,66,0,1,0,23
1617,0,1646,2,0,97,118,5,2,1,2,70,1500,48,1,1,71,2,1,47,0,0,12,23
1488,0,1533,1,0,80,118,5,116,8,0,218,700,218,0,0,134,2,1,79,3,0,0,21
1980,0,1982,1,0,95,118,5,116,8,0,189,853,113,0,0,140,2,1,81,3,7,54,3
763,0,867,2,0,143,145,10,116,8,0,166,645,9,1,0,40,2,1,27,3,1,0,3
1293,0,1353,1,0,94,53,5,116,8,0,232,39,33,0,0,74,2,1,50,2,13,0,9
9,0,167,1,0,95,118,5,116,8,0,189,1661,113,0,0,142,2,1,81,3,7,54,3
136,1,24,2,0,60,120,4,116,8,0,166,1184,419,1,0,99,2,1,66,0,1,0,23
408,1,536,2,0,145,88,10,116,8,0,166,838,13,1,0,60,2,1,42,2,1,0,4
1926,0,1936,2,0,97,118,5,6,4,7,166,535,175,1,0,71,2,1,47,0,0,0,23
220,1,363,1,0,81,39,5,116,8,0,21,481,320,0,0,44,2,1,30,3,4,0,3
1422,1,1472,2,0,63,67,4,116,8,0,166,1688,74,1,0,51,1,2,38,2,1,32,5
552,0,669,2,0,60,120,4,116,8,0,166,1723,407,1,0,102,2,1,66,0,1,0,23
313,1,0,2,0,97,118,5,69,1,1,166,1348,323,1,0,98,1,2,65,2,1,20,3
1936,0,1944,2,0,23,142,2,116,8,0,166,1546,258,1,0,27,2,1,18,0,0,0,13
1810,0,1828,2,0,23,142,2,116,8,0,166,1601,419,1,0,27,2,1,18,0,0,0,13
1364,0,108,2,0,23,142,2,116,8,0,166,1044,147,1,0,26,2,1,18,0,0,0,13
206,0,350,2,0,60,120,4,116,8,0,166,605,419,1,0,99,2,1,66,0,1,0,23
1500,0,1544,2,1,150,73,10,116,8,0,166,144,189,1,0,118,2,1,70,0,23,67,7
258,0,400,2,0,60,120,4,116,8,0,166,1077,293,1,0,99,2,1,66,0,1,0,23
966,0,1056,2,0,23,142,2,116,8,0,166,858,213,1,0,27,2,1,18,0,0,0,13
1984,0,1986,2,0,23,142,2,116,8,0,166,1152,258,1,0,26,2,1,18,0,0,32,13
1511,0,1553,2,0,97,118,5,12,1,7,166,1561,336,1,0,67,2,1,31,2,1,40,0
1381,0,1433,2,0,23,142,2,116,8,0,166,115,258,1,0,27,2,1,18,0,0,32,13
1652,0,1679,1,0,31,118,5,116,8,0,68,252,477,0,0,145,2,1,82,3,3,45,6
330,0,465,2,0,45,9,10,116,8,0,166,486,164,1,0,110,2,1,47,0,0,0,23
219,0,362,2,0,60,120,4,116,8,0,166,496,393,1,0,105,2,1,66,0,1,0,23
1276,0,1339,2,0,97,118,5,48,1,1,166,784,186,1,0,110,2,1,47,0,0,47,23
126,0,276,2,0,97,118,5,22,1,5,173,1427,154,1,1,130,2,1,77,3,12,38,10
1376,0,1428,2,0,1,1,8,116,8,0,166,1381,358,1,0,71,2,1,47,0,0,0,23
954,0,1044,2,1,46,21,2,116,8,0,166,1407,416,1,0,31,2,1,18,0,0,0,13
300,0,438,2,0,97,118,5,39,14,1,166,1316,160,1,0,78,2,1,53,3,15,1,10
311,1,449,2,0,23,142,2,116,8,0,166,1043,67,1,0,24,2,1,18,0,0,0,13
208,0,352,2,0,60,120,4,116,8,0,166,1322,206,1,0,102,2,1,66,0,1,0,23
41,0,199,2,0,75,127,11,116,8,0,166,396,188,1,0,82,2,1,55,0,21,26,8
1025,1,1110,2,0,23,142,2,116,8,0,166,593,151,1,0,33,2,1,18,0,0,0,13
1774,0,1795,2,0,23,142,2,116,8,0,166,1654,258,1,0,33,2,1,18,0,0,32,13
1237,0,1303,2,0,60,120,4,116,8,0,166,531,393,1,0,99,2,1,66,0,1,0,23
1336,0,107,2,0,97,118,5,15,8,1,166,1395,383,1,0,110,2,1,47,0,0,62,23
1663,0,134,2,0,23,142,2,116,8,0,166,573,258,1,0,30,2,1,18,0,0,32,13
833,0,931,2,0,23,142,2,116,8,0,166,821,8,1,0,33,2,1,18,0,0,32,13
1515,0,1557,2,0,60,120,4,116,8,0,166,385,28,1,0,102,2,1,66,0,1,0,23
600,0,716,2,0,97,118,5,110,6,1,82,456,444,1,0,112,2,1,71,3,1,0,3
929,1,1020,2,0,23,142,2,116,8,0,166,1320,303,1,0,27,2,1,18,0,0,0,13
1404,1,1455,2,0,23,142,2,116,8,0,166,32,151,1,0,30,2,1,18,0,0,0,13
646,0,760,2,0,23,142,2,116,8,0,166,1527,370,1,0,27,2,1,18,0,0,0,13
1201,0,1268,4,1,97,118,5,108,8,1,145,483,132,2,0,20,2,1,14,3,13,0,1
776,0,880,2,1,150,73,10,116,8,0,166,1624,24,1,0,48,2,1,25,3,1,0,3
742,0,59,2,1,150,73,10,116,8,0,166,1253,226,1,0,43,2,1,32,2,1,0,2
1408,1,1458,2,0,23,142,2,116,8,0,166,1364,112,1,0,24,2,1,18,0,0,0,13
1558,0,1595,2,0,97,118,5,121,10,1,166,1271,287,1,0,130,2,1,77,3,12,38,10
476,0,598,2,0,23,142,2,116,8,0,166,157,258,1,0,28,2,1,18,0,0,32,13
673,0,785,2,0,23,142,2,116,8,0,166,996,419,1,0,31,2,1,18,0,0,0,13
1044,0,1127,2,1,64,10,10,116,8,0,166,1573,258,1,0,105,2,1,66,0,1,25,23
791,1,66,2,0,36,35,10,116,8,0,166,1555,357,1,0,98,1,2,65,2,1,0,3
513,0,632,2,0,1,1,8,116,8,0,166,1710,281,1,0,71,2,1,47,0,0,0,23
719,0,829,2,0,97,118,5,39,14,1,166,552,351,1,0,65,2,1,12,3,30,46,10
31,0,189,2,0,168,131,2,116,8,0,166,1175,445,1,0,38,2,1,26,3,0,0,0
1306,1,105,2,0,163,52,10,116,8,0,166,819,258,1,0,71,2,1,47,0,0,0,23
1696,0,1720,2,0,23,142,2,116,8,0,166,501,151,1,0,33,2,1,18,0,0,0,13
625,0,739,2,0,23,142,2,116,8,0,166,251,151,1,0,27,2,1,18,0,0,0,13
147,0,294,2,1,150,73,10,116,8,0,166,1164,250,1,0,101,0,0,66,0,1,0,23
1559,0,1596,2,0,97,118,5,68,13,4,166,655,110,1,0,130,2,1,77,3,12,38,10
579,0,696,2,0,23,142,2,116,8,0,166,1417,63,1,0,27,2,1,18,0,0,0,13
402,1,532,2,0,97,118,5,110,6,1,166,1484,125,1,0,6,2,1,4,2,1,44,4
105,0,21,2,0,97,118,5,22,1,5,30,360,368,1,2,110,2,1,47,0,0,0,23
1704,0,1728,2,0,175,29,10,116,8,0,166,917,444,1,0,101,0,0,66,0,1,0,23
873,0,968,2,0,145,88,10,116,8,0,166,462,187,1,0,60,2,1,42,2,1,0,4
1022,1,1107,2,1,150,73,10,116,8,0,166,1488,43,1,0,102,2,1,66,0,1,0,23
727,0,836,2,0,97,118,5,110,6,1,122,916,250,1,0,6,2,1,4,2,1,44,4
1650,0,1677,2,1,66,13,10,116,8,0,166,1418,258,1,0,41,2,1,29,0,16,28,21
1417,0,1467,2,0,63,67,4,116,8,0,166,874,50,1,0,72,1,2,48,2,1,44,5
835,0,933,2,0,23,142,2,116,8,0,166,1693,178,1,1,27,2,1,18,0,0,32,13
241,0,383,2,0,97,118,5,43,1,1,121,510,25,1,0,130,2,1,77,3,12,38,10
811,1,910,2,0,23,142,2,116,8,0,166,1648,151,1,0,26,2,1,18,0,0,0,13
1597,0,128,2,0,97,118,5,39,14,1,166,484,58,1,0,78,2,1,53,3,15,1,10
150,0,297,2,1,46,21,2,116,8,0,166,1232,40,1,0,33,2,1,18,0,0,32,13
1525,0,1566,2,0,97,118,5,113,18,1,166,843,390,1,0,92,2,1,61,3,6,7,10
15,0,173,2,0,23,142,2,116,8,0,166,1149,258,1,0,24,2,1,18,0,0,32,13
1683,0,1707,2,0,97,118,5,121,10,1,166,9,92,1,0,130,2,1,77,3,12,38,10
179,0,324,4,1,97,118,5,74,8,1,161,321,61,2,0,134,2,1,79,3,0,0,21
1266,0,1331,2,0,97,118,5,121,10,1,166,1284,326,1,0,108,2,1,68,3,6,8,10
1498,0,1542,1,0,27,42,5,116,8,0,222,1626,273,0,0,58,2,1,41,2,1,28,4
52,1,210,2,0,97,118,5,84,1,3,166,1707,359,1,1,71,2,1,47,0,0,42,23
651,0,763,2,0,23,142,2,116,8,0,166,683,187,1,0,24,2,1,18,0,0,0,13
1337,0,1391,2,1,150,73,10,116,8,0,166,1728,151,1,0,102,2,1,66,0,1,0,23
827,0,925,2,0,23,142,2,116,8,0,166,805,370,1,0,26,2,1,18,0,0,0,13
1602,0,1632,2,0,60,120,4,116,8,0,166,1147,104,1,0,99,2,1,66,0,1,0,23
390,0,521,2,0,97,118,5,12,1,7,166,977,229,1,0,71,2,1,47,0,0,36,23
1608,0,1638,2,1,96,44,10,116,8,0,166,1712,357,1,0,83,2,1,23,3,7,26,3
306,0,444,2,0,20,19,10,116,8,0,166,546,225,1,0,35,2,1,22,2,10,0,17
1854,1,1868,2,0,23,142,2,116,8,0,166,494,136,1,0,28,2,1,18,0,0,0,13
991,0,1078,2,0,1,1,8,116,8,0,166,651,184,1,0,110,2,1,47,0,0,0,23
1757,0,1779,2,0,23,142,2,116,8,0,166,759,358,1,0,27,2,1,18,0,0,32,13
1631,0,1659,2,0,40,92,10,116,8,0,166,932,203,1,0,75,1,2,50,2,13,0,9
160,0,306,2,0,97,118,5,110,6,1,181,557,67,1,0,6,2,1,4,2,1,44,4
1772,1,138,2,0,52,56,2,116,8,0,166,1154,483,1,0,38,2,1,26,3,0,0,0
754,0,860,2,0,23,142,2,116,8,0,166,1125,213,1,0,29,2,1,18,0,0,31,13
1928,1,1938,2,0,23,142,2,116,8,0,166,766,120,1,0,28,2,1,18,0,0,0,13
38,0,196,2,0,1,1,8,116,8,0,166,549,122,1,0,71,2,1,47,0,0,0,23
289,0,31,2,0,60,120,4,116,8,0,166,626,419,1,0,102,2,1,66,0,1,0,23
1472,0,1518,2,0,97,118,5,103,1,4,166,1106,178,1,1,37,2,1,24,3,1,0,3
401,0,531,2,0,1,1,8,116,8,0,166,854,31,1,0,110,2,1,47,0,0,0,23
918,0,74,2,0,23,142,2,116,8,0,166,1625,89,1,0,33,2,1,18,0,0,0,13
594,0,710,2,0,23,142,2,116,8,0,166,1738,63,1,0,32,2,1,18,0,0,32,13
529,0,647,1,0,161,118,5,116,8,0,116,1523,53,0,0,144,0,0,82,3,3,45,6
526,0,644,2,1,96,44,10,116,8,0,166,1196,357,1,0,36,2,1,23,3,7,25,3
287,0,428,2,0,23,142,2,116,8,0,166,1157,258,1,0,32,2,1,18,0,0,32,13
1229,0,1296,2,0,63,67,4,116,8,0,166,1623,54,1,0,52,1,2,38,2,1,0,5
474,0,597,2,0,23,142,2,116,8,0,166,729,327,1,0,30,2,1,18,0,0,0,13
1753,0,1775,2,0,23,142,2,116,8,0,166,32,282,1,0,24,2,1,18,0,0,0,13
1942,0,1950,2,0,60,120,4,116,8,0,166,297,271,1,0,102,2,1,66,0,1,0,23
1413,0,1463,2,0,28,139,4,116,8,0,166,371,258,1,0,102,2,1,66,0,1,0,23
308,1,446,2,1,88,85,10,116,8,0,166,771,217,1,0,15,2,1,9,3,15,4,10
91,0,244,2,0,23,142,2,116,8,0,166,258,408,1,0,30,2,1,18,0,0,31,13
22,0,180,2,0,60,120,4,116,8,0,166,1134,183,1,0,105,2,1,66,0,1,0,23
102,0,254,2,0,23,142,2,116,8,0,166,1089,449,1,0,26,2,1,18,0,0,0,13
1113,0,1187,2,0,97,118,5,29,1,1,76,1310,401,1,2,46,2,1,27,3,1,0,3
1385,1,1437,2,0,97,118,5,121,10,1,166,176,287,1,0,130,2,1,77,3,12,38,10
818,0,917,2,0,97,118,5,89,14,1,166,1394,30,1,0,4,2,1,2,3,13,26,1
637,0,751,1,0,80,118,5,116,8,0,7,682,373,0,0,134,2,1,79,3,0,0,21
638,0,752,1,0,68,83,5,116,8,0,60,659,218,0,0,74,2,1,50,2,13,0,9
857,0,952,2,0,141,110,10,116,8,0,166,201,180,1,0,41,2,1,29,0,16,30,21
94,0,247,2,1,150,73,10,116,8,0,166,454,381,1,0,43,2,1,32,2,1,0,2
35,0,193,2,0,97,118,5,103,1,4,80,230,416,1,2,70,2,1,46,3,11,55,10
787,0,888,2,0,60,120,4,116,8,0,166,437,454,1,0,102,2,1,66,0,1,0,23
877,0,972,2,0,1,1,8,116,8,0,166,556,21,1,0,110,2,1,47,0,0,61,23
1889,0,1900,2,0,23,142,2,116,8,0,166,703,60,1,0,24,2,1,18,0,0,0,13
1925,0,1935,2,0,23,142,2,116,8,0,166,1408,467,1,0,30,2,1,18,0,0,0,13
1227,0,1294,2,0,23,142,2,116,8,0,166,781,419,1,0,32,2,1,18,0,0,32,13
1806,0,1824,2,0,97,118,5,0,1,5,153,25,154,1,2,71,2,1,47,0,0,44,23
257,0,399,2,0,163,52,10,116,8,0,166,525,258,1,0,71,2,1,47,0,0,0,23
1655,0,1682,2,0,23,142,2,116,8,0,166,1731,359,1,1,26,2,1,18,0,0,32,13
1260,0,1325,2,0,56,103,10,116,8,0,166,1353,125,1,0,82,2,1,55,0,21,28,8
98,0,2,2,0,23,142,2,116,8,0,166,13,54,1,0,31,2,1,18,0,0,0,13
633,0,747,2,1,128,76,4,116,8,0,166,760,270,1,1,110,2,1,47,0,0,0,23
120,0,271,2,0,138,53,10,116,8,0,166,47,225,1,0,27,2,1,18,0,0,32,13
411,0,539,2,0,23,142,2,116,8,0,166,1489,303,1,0,28,2,1,18,0,0,0,13
1211,0,1278,2,0,100,30,7,116,8,0,166,1499,86,1,0,15,2,1,9,3,15,3,10
261,0,403,2,1,64,10,10,116,8,0,166,411,258,1,0,102,2,1,66,0,1,28,23
1538,1,1577,2,0,23,142,2,116,8,0,166,29,313,1,0,27,2,1,18,0,0,0,13
1482,0,1528,2,1,55,31,4,116,8,0,166,1385,197,1,0,80,2,1,49,0,21,0,8
108,0,259,2,0,93,49,10,116,8,0,166,1657,165,1,0,69,2,1,45,3,15,22,10
1179,0,1248,2,1,172,79,0,116,8,0,166,436,63,1,0,71,2,1,47,0,0,0,23
691,0,802,2,0,26,69,10,116,8,0,166,826,368,1,0,99,2,1,66,0,1,0,23
1701,0,1725,2,0,60,120,4,116,8,0,166,822,271,1,0,105,2,1,66,0,1,0,23
1226,0,1293,2,0,97,118,5,121,10,1,166,1220,326,1,0,130,2,1,77,3,12,38,10
939,0,1030,2,0,23,142,2,116,8,0,166,1399,213,1,0,32,2,1,18,0,0,31,13
1196,0,1263,2,0,63,67,4,116,8,0,166,1562,29,1,0,72,1,2,48,2,1,0,5
1231,0,1298,2,0,97,118,5,58,1,4,39,548,227,1,2,24,2,1,18,0,0,0,13
424,0,551,2,0,23,142,2,116,8,0,166,1283,258,1,0,29,2,1,18,0,0,31,13
1147,0,1219,2,0,23,142,2,116,8,0,166,522,151,1,0,27,2,1,18,0,0,0,13
195,0,340,2,1,170,121,10,116,8,0,166,1203,255,1,0,71,2,1,47,0,0,0,23
1097,0,1173,2,1,122,73,10,116,8,0,166,1243,474,1,0,17,2,1,11,3,28,46,10
631,0,745,2,0,23,142,2,116,8,0,166,612,370,1,0,30,2,1,18,0,0,0,13
365,0,500,2,0,23,142,2,116,8,0,166,206,419,1,0,26,2,1,18,0,0,0,13
596,1,712,2,1,145,88,10,116,8,0,166,1306,54,1,0,50,2,1,37,2,25,0,5
745,0,852,2,0,97,118,5,39,14,1,166,1303,351,1,0,78,2,1,53,3,15,1,10
1094,0,1170,2,1,150,73,10,116,8,0,166,1591,63,1,0,43,2,1,32,2,1,0,2
527,0,645,2,0,23,142,2,116,8,0,166,421,74,1,0,33,2,1,18,0,0,0,13
1213,1,1280,1,0,95,118,5,116,8,0,119,702,396,0,0,125,2,1,75,3,9,68,22
1672,0,1697,2,0,23,142,2,116,8,0,166,1103,59,1,1,24,2,1,18,0,0,0,13
936,1,1027,2,0,23,142,2,116,8,0,166,1079,63,1,0,26,2,1,18,0,0,0,13
1778,0,1799,2,0,23,142,2,116,8,0,166,1143,419,1,0,24,2,1,18,0,0,32,13
1331,0,1386,2,0,60,120,4,116,8,0,166,122,424,1,0,105,2,1,66,0,1,0,23
1400,0,1451,2,0,23,142,2,116,8,0,166,1429,258,1,0,32,2,1,18,0,0,0,13
43,0,201,4,1,97,118,5,88,8,1,132,1108,442,2,0,134,2,1,79,3,0,0,21
1575,0,1611,2,1,64,10,10,116,8,0,166,167,208,1,0,36,2,1,23,3,7,0,3
1580,0,1616,2,0,23,142,2,116,8,0,166,56,238,1,0,30,2,1,18,0,0,0,13
1073,0,1154,2,0,23,142,2,116,8,0,166,966,208,1,0,27,2,1,18,0,0,0,13
153,0,300,2,0,23,142,2,116,8,0,166,1466,154,1,0,27,2,1,18,0,0,0,13
468,0,591,2,0,60,120,4,116,8,0,166,1012,400,1,0,99,2,1,66,0,1,0,23
1085,0,1162,2,0,23,142,2,116,8,0,166,40,63,1,0,29,2,1,18,0,0,31,13
281,0,422,1,0,79,16,5,116,8,0,120,1473,304,0,0,141,2,1,81,3,7,26,3
1812,0,1830,1,0,19,45,5,116,8,0,107,236,302,0,0,126,2,1,76,0,6,70,15
71,0,225,2,0,60,120,4,116,8,0,166,727,419,1,0,99,2,1,66,0,1,0,23
1888,1,1899,2,0,23,142,2,116,8,0,166,1026,258,1,0,24,2,1,18,0,0,0,13
1963,1,1967,2,0,23,142,2,116,8,0,166,1403,408,1,0,33,2,1,18,0,0,0,13
621,0,736,2,1,96,44,10,116,8,0,166,30,313,1,0,36,2,1,23,3,7,26,3
1607,0,1637,2,0,60,120,4,116,8,0,166,789,74,1,0,102,2,1,66,0,1,0,23
1808,0,1826,2,0,23,142,2,116,8,0,166,697,258,1,0,24,2,1,18,0,0,32,13
1939,0,1947,2,0,23,142,2,116,8,0,166,1440,123,1,1,31,2,1,18,0,0,0,13
66,0,221,2,1,150,73,10,116,8,0,166,1031,445,1,0,54,2,1,35,2,1,8,5
1108,0,89,2,0,23,142,2,116,8,0,166,1267,213,1,0,31,2,1,18,0,0,0,13
1622,0,1650,2,0,97,118,5,121,10,1,166,1182,274,1,0,130,2,1,77,3,12,38,10
1790,0,1809,2,1,96,44,10,116,8,0,166,1339,413,1,0,83,2,1,23,3,7,26,3
1457,0,112,2,0,23,142,2,116,8,0,166,426,258,1,0,29,2,1,18,0,0,0,13
1104,0,1180,2,1,24,135,10,116,8,0,166,835,413,1,0,36,2,1,23,3,7,28,3
1420,1,1470,2,0,23,142,2,116,8,0,166,447,112,1,0,31,2,1,18,0,0,0,13
910,0,73,2,1,43,22,6,116,8,0,166,760,270,1,1,110,2,1,47,0,0,0,23
95,0,248,2,0,23,142,2,116,8,0,166,18,303,1,0,26,2,1,18,0,0,32,13
1850,0,1864,1,0,97,118,5,37,8,0,179,306,364,0,0,122,2,1,73,0,8,37,15
1959,0,154,2,0,23,142,2,116,8,0,166,1110,419,1,0,29,2,1,18,0,0,0,13
1864,1,1878,2,0,23,142,2,116,8,0,166,672,67,1,0,29,2,1,18,0,0,0,13
907,0,1000,2,0,1,1,8,116,8,0,166,1472,233,1,0,71,2,1,47,0,0,0,23
152,1,299,2,0,23,142,2,116,8,0,166,915,213,1,0,33,2,1,18,0,0,32,13
1758,1,1780,2,0,23,142,2,116,8,0,166,296,225,1,0,30,2,1,18,0,0,0,13
430,0,557,2,0,23,142,2,116,8,0,166,1511,258,1,0,33,2,1,18,0,0,0,13
478,0,600,2,0,60,120,4,116,8,0,166,259,419,1,0,102,2,1,66,0,1,0,23
1691,0,1715,2,0,97,118,5,39,14,1,166,138,160,1,0,121,2,1,72,1,5,55,12
1586,0,1620,2,0,97,118,5,48,1,1,166,1568,63,1,0,110,2,1,47,0,0,13,23
1553,0,122,2,0,23,142,2,116,8,0,166,1709,112,1,0,28,2,1,18,0,0,0,13
1894,0,1905,2,0,23,142,2,116,8,0,166,1748,419,1,0,27,2,1,18,0,0,0,13
856,0,951,2,0,23,142,2,116,8,0,166,1045,112,1,0,31,2,1,18,0,0,0,13
967,0,1057,2,0,60,120,4,116,8,0,166,1274,382,1,0,105,2,1,66,0,1,0,23
554,0,671,2,0,23,142,2,116,8,0,166,1199,449,1,0,24,2,1,18,0,0,0,13
86,1,239,2,0,97,118,5,81,1,7,166,1638,63,1,0,112,2,1,71,3,1,0,3
63,0,17,2,0,23,142,2,116,8,0,166,1393,225,1,0,30,2,1,18,0,0,0,13
1823,0,1840,2,1,145,88,10,116,8,0,166,709,334,1,0,26,2,1,18,0,0,0,13
1801,0,1819,2,0,23,142,2,116,8,0,166,433,303,1,0,31,2,1,18,0,0,0,13
1722,0,1745,2,0,141,110,10,116,8,0,166,201,180,1,0,41,2,1,29,0,16,30,21
1751,0,137,2,0,97,118,5,110,6,1,4,1637,443,1,0,57,2,1,40,3,4,0,22
738,0,846,2,0,97,118,5,6,4,7,166,830,179,1,0,71,2,1,47,0,0,12,23
732,1,840,2,0,23,142,2,116,8,0,166,1379,120,1,0,26,2,1,18,0,0,0,13
1578,0,1614,2,0,23,142,2,116,8,0,166,1721,151,1,0,30,2,1,18,0,0,32,13
1259,0,1324,2,0,23,142,2,116,8,0,166,611,154,1,0,31,2,1,18,0,0,0,13
786,0,887,2,1,64,10,10,116,8,0,166,1404,250,1,0,101,0,0,66,0,1,0,23
1436,0,1486,2,0,23,142,2,116,8,0,166,1092,258,1,0,30,2,1,18,0,0,32,13
657,1,769,2,1,145,88,10,116,8,0,166,1571,250,1,0,50,2,1,37,2,25,0,5
1302,0,1360,2,0,60,120,4,116,8,0,166,610,419,1,0,99,2,1,66,0,1,0,23
570,0,687,2,0,23,142,2,116,8,0,166,933,54,1,0,32,2,1,18,0,0,0,13
317,0,454,2,0,60,120,4,116,8,0,166,638,63,1,0,105,2,1,66,0,1,0,23
695,0,806,2,0,71,106,10,116,8,0,166,806,151,1,0,71,2,1,47,0,0,61,23
1209,1,1276,2,1,150,73,10,116,8,0,166,1007,258,1,0,27,2,1,18,0,0,0,13
1832,0,1849,2,0,23,142,2,116,8,0,166,533,120,1,0,24,2,1,18,0,0,32,13
532,0,650,2,0,60,120,4,116,8,0,166,1492,74,1,0,102,2,1,66,0,1,0,23
1426,0,1476,2,0,23,142,2,116,8,0,166,832,213,1,0,32,2,1,18,0,0,31,13
284,0,425,2,0,23,142,2,116,8,0,166,982,60,1,0,28,2,1,18,0,0,32,13
604,0,720,2,0,57,81,10,116,8,0,166,105,143,1,0,71,2,1,47,0,0,0,23
1800,0,1818,2,0,97,118,5,6,4,7,166,38,151,1,0,110,2,1,47,0,0,0,23
789,0,890,2,0,141,110,10,116,8,0,166,1448,258,1,0,41,2,1,29,0,16,28,21
1782,0,1803,4,1,97,118,5,38,8,1,50,603,461,2,1,134,2,1,79,3,0,0,21
1224,0,1291,2,0,60,120,4,116,8,0,166,846,457,1,0,99,2,1,66,0,1,0,23
192,0,337,2,0,17,108,10,116,8,0,166,468,286,1,0,71,2,1,47,0,0,0,23
49,0,207,2,0,60,120,4,116,8,0,166,370,74,1,0,99,2,1,66,0,1,0,23
1528,0,1569,2,1,102,59,7,116,8,0,166,712,63,1,0,116,2,1,70,0,23,0,7
19,0,177,2,0,97,118,5,54,18,5,166,1720,343,1,0,123,2,1,74,3,6,33,10
573,1,690,2,1,145,88,10,116,8,0,166,959,38,1,0,55,2,1,37,2,25,0,5
847,0,942,2,0,97,118,5,5,0,1,166,440,316,1,0,110,2,1,47,0,0,0,23
909,0,1002,2,0,21,140,3,116,8,0,166,268,17,1,0,110,2,1,47,0,0,0,23
1004,0,1090,2,0,97,118,5,64,8,1,143,161,338,1,0,71,2,1,47,0,0,0,23
454,0,580,2,0,106,67,4,116,8,0,166,1171,251,1,0,51,1,2,38,2,1,32,5
775,1,879,2,0,23,142,2,116,8,0,166,66,313,1,0,29,2,1,18,0,0,0,13
792,0,892,1,0,68,83,5,116,8,0,2,1563,174,0,0,74,2,1,50,2,13,0,9
766,0,870,2,0,145,88,10,116,8,0,166,32,419,1,0,60,2,1,42,2,1,0,4
1199,0,1266,2,0,163,52,10,116,8,0,166,950,196,1,0,71,2,1,47,0,0,0,23
1712,1,1736,2,0,23,142,2,116,8,0,166,1173,63,1,0,26,2,1,18,0,0,0,13
1750,1,1773,2,0,97,118,5,8,18,1,166,1247,287,1,0,119,2,1,69,0,17,0,7
1664,0,1689,2,0,60,120,4,116,8,0,166,319,206,1,0,102,2,1,66,0,1,0,23
1190,0,1258,2,0,23,142,2,116,8,0,166,1349,213,1,0,28,2,1,18,0,0,32,13
757,0,863,2,0,23,142,2,116,8,0,166,590,258,1,0,33,2,1,18,0,0,0,13
225,0,368,4,1,97,118,5,98,8,1,201,172,468,3,0,134,2,1,79,3,0,69,21
229,1,372,2,0,97,118,5,43,1,1,196,359,357,1,0,10,2,1,6,2,1,0,4
916,1,1008,2,0,91,90,7,116,8,0,166,644,258,1,0,32,2,1,18,0,0,0,13
1901,1,1912,2,0,23,142,2,116,8,0,166,1701,258,1,0,24,2,1,18,0,0,0,13
1517,0,1559,2,0,1,1,8,116,8,0,166,1041,387,1,0,110,2,1,47,0,0,0,23
123,0,273,2,0,23,142,2,116,8,0,166,984,43,1,0,32,2,1,18,0,0,0,13
559,0,676,2,0,1,1,8,116,8,0,166,1377,187,1,0,71,2,1,47,0,0,0,23
1216,0,1283,2,0,23,142,2,116,8,0,166,1652,63,1,0,27,2,1,18,0,0,32,13
749,0,855,1,0,73,96,5,116,8,0,117,261,421,0,0,25,1,1,18,0,0,32,13
114,1,265,2,0,23,142,2,116,8,0,166,1620,313,1,0,30,2,1,18,0,0,0,13
1476,0,1522,2,0,23,142,2,116,8,0,166,213,230,1,1,31,2,1,18,0,0,32,13
37,1,195,2,0,97,118,5,6,4,7,166,1420,90,1,0,71,2,1,47,0,0,12,23
1860,0,1874,2,0,97,118,5,41,18,1,166,1313,469,1,0,130,2,1,77,3,12,38,10
843,0,939,2,0,1,1,8,116,8,0,166,515,60,1,0,71,2,1,47,0,0,0,23
1658,0,133,2,0,23,142,2,116,8,0,166,8,114,1,0,30,2,1,18,0,0,32,13
1078,1,85,2,0,129,130,2,116,8,0,166,1549,325,1,0,40,2,1,27,3,1,0,3
778,0,881,2,0,169,138,2,116,8,0,166,746,226,1,0,74,2,1,50,2,13,0,9
1304,0,1361,2,0,151,127,2,116,8,0,166,467,110,1,0,131,2,1,78,3,12,38,10
1749,1,1772,2,0,97,118,5,6,4,7,166,1699,9,1,0,110,2,1,47,0,0,0,23
209,1,353,2,0,144,89,4,116,8,0,166,706,413,1,0,47,2,1,34,3,1,51,3
1599,0,1629,2,1,24,135,10,116,8,0,166,1275,458,1,0,83,2,1,23,3,7,28,3
1825,0,1842,2,0,23,142,2,116,8,0,166,766,136,1,0,32,2,1,18,0,0,0,13
1027,0,1112,2,0,23,142,2,116,8,0,166,526,112,1,0,30,2,1,18,0,0,0,13
234,0,376,2,0,23,142,2,116,8,0,166,1330,62,1,0,24,2,1,18,0,0,31,13
773,0,877,2,1,8,21,2,116,8,0,166,1145,419,1,0,36,2,1,23,3,7,29,3
1235,0,1301,2,1,10,128,10,116,8,0,166,840,483,1,0,37,2,1,24,3,1,0,3
464,1,588,2,1,150,73,10,116,8,0,166,1098,151,1,0,43,2,1,32,2,1,0,2
